"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","ah5Ghc","Jn12ke src","e4rVHe"
"https://www.google.com.br/maps/place/veneno+%26+coutinho+advogados+associados/data=!4m7!3m6!1s0x97693ef0ecb6bb:0x15527863c3a3904d!8m2!3d-22.8723792!4d-42.3382611!16s%2Fg%2F1td1r2qr!19sChIJu7bs8D5plwARTZCjw2N4UhU?authuser=0&hl=pt-BR&rclk=1","veneno & coutinho advogados associados","4,3","(12)","Advogado(a) civil","·","·","Aberto","⋅ Fecha às 18:00","R. Conselheiro Macedo Soares, 335/208","(22) 98841-5264","http://www.venenoecoutinho.com.br/","","Website","","Rotas","""Telefone para contato atualizado para: 22988415264""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Davi+Balbino+Advocacia+e+Consultoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x975f6fa519e737:0xd80f03ac3ab29000!8m2!3d-22.9344889!4d-42.495907!16s%2Fg%2F11pyc5h7jw!19sChIJN-cZpW9flwARAJCyOqwDD9g?authuser=0&hl=pt-BR&rclk=1","Davi Balbino Advocacia e Consultoria Jurídica","5,0","(10)","Advogado","·","R. Ten. Genésio","Aberto 24 horas","","·","(22) 99272-5006","http://instagram.com/davibalbino","","Website","","Rotas","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Graciano+Torres+Quintanilha/data=!4m7!3m6!1s0x97693dd12d89a9:0x563210824680c5c9!8m2!3d-22.8697253!4d-42.3438775!16s%2Fg%2F1tx487vx!19sChIJqYkt0T1plwARycWARoIQMlY?authuser=0&hl=pt-BR&rclk=1","Graciano Torres Quintanilha","5,0","(1)","Advogado","·","·","Aberto","⋅ Fecha às 17:30","Av. Nilo Peçanha, 971","(22) 2665-2487","","","Rotas","","","","",""
"https://www.google.com.br/maps/place/Franciane+Bastos+de+Carvalho/data=!4m7!3m6!1s0x9769958f010e83:0x10520c8af665776d!8m2!3d-22.872495!4d-42.335468!16s%2Fg%2F11jj72td8r!19sChIJgw4Bj5VplwARbXdl9ooMUhA?authuser=0&hl=pt-BR&rclk=1","Franciane Bastos de Carvalho","5,0","(1)","Advogado","·","Edifício Delfim Carvalho - Av. Brasil, 10 - sala 515","Aberto","⋅ Fecha às 18:00","·","(22) 99956-3438","","","Rotas","","","","",""
"https://www.google.com.br/maps/place/Bruna+Duarte+Advogada/data=!4m7!3m6!1s0xaae5de25c264f859:0xf94db2f684086749!8m2!3d-22.8701536!4d-42.3430052!16s%2Fg%2F11ltw_pl_8!19sChIJWfhkwiXe5aoRSWcIhPayTfk?authuser=0&hl=pt-BR&rclk=1","Bruna Duarte Advogada","5,0","(4)","Advogado","·","Av. Nilo Peçanha","Aberto","⋅ Fecha às 17:00","·","(22) 99978-4098","","","Rotas","","","""Excelente pessoa e profissional maravilhosa,podem contratar super indico""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Mayara+Bicalho+Advocacia/data=!4m7!3m6!1s0x975f059a9e1e05:0x96dd21ce7c36c29f!8m2!3d-22.9313682!4d-42.4994721!16s%2Fg%2F11j1hfvchg!19sChIJBR6emgVflwARn8I2fM4h3ZY?authuser=0&hl=pt-BR&rclk=1","Mayara Bicalho Advocacia","5,0","(1)","Advogado","·","R. Roberto Silveira, 1 - Campo Aviação","Aberto","⋅ Fecha às 18:00","·","(22) 99874-7287","","","Rotas","","","Agendamento on-line","",""
"https://www.google.com.br/maps/place/Martins+Advocacia+%26+Consultoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x97675277eeed07:0xd3f03e70a67844ca!8m2!3d-22.7607817!4d-42.331112!16s%2Fg%2F11fvwwdw25!19sChIJB-3ud1JnlwARykR4pnA-8NM?authuser=0&hl=pt-BR&rclk=1","Martins Advocacia & Consultoria Jurídica","","","Advogado contencioso","","·","Aberto","⋅ Fecha às 17:00","","(22) 99805-0980","https://martins-advocacia-e-consultoria-juridica-1.ueniweb.com/?utm_campaign=gmb","","Website","","Rotas","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/ANA+PETTI+ADVOCACIA/data=!4m7!3m6!1s0x97698a20eb951d:0xd764f132db82cb60!8m2!3d-22.8900293!4d-42.3639593!16s%2Fg%2F11khsfslx0!19sChIJHZXrIIpplwARYMuC2zLxZNc?authuser=0&hl=pt-BR&rclk=1","ANA PETTI ADVOCACIA","","","Advogado","·","R. Bahia, 300","Aberto agora","","·","(22) 99966-5094","https://instagram.com/anapettiadv?igshid=YmMyMTA2M2Y=","","Website","","Rotas","Serviços no local","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Fl%C3%A1vio+Garcia+Sociedade+de+Advocacia/data=!4m7!3m6!1s0x975d1f92df2edf:0x257d651166570e96!8m2!3d-22.8954956!4d-42.4710385!16s%2Fg%2F11sbft4zs9!19sChIJ3y7fkh9dlwARlg5XZhFlfSU?authuser=0&hl=pt-BR&rclk=1","Flávio Garcia Sociedade de Advocacia","","","Empresa de advocacia","·","R. Beatriz Amaral Pereira, 26 - sala 06","Aberto","⋅ Fecha às 18:00","·","(22) 97401-9668","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Nat%C3%A1lia+Moutella+Advocacia/data=!4m7!3m6!1s0x976909ba145ba3:0xe16ba4356f2ede90!8m2!3d-22.8761554!4d-42.3395768!16s%2Fg%2F11rycrkr4z!19sChIJo1sUuglplwARkN4ubzWka-E?authuser=0&hl=pt-BR&rclk=1","Natália Moutella Advocacia","5,0","(1)","Advogado","·","Av. Nilo Peçanha, 167 - sala 211","Aberto","⋅ Fecha às 18:00","·","(22) 99807-0788","https://nataliamoutella.com.br/links/","","Website","","Rotas","","",""
"https://www.google.com.br/maps/place/Dr.+PAULO+HENRIQUE+JARDIM/data=!4m7!3m6!1s0x97692fd166b09b:0xbf1ec35247c83853!8m2!3d-22.8669754!4d-42.3373661!16s%2Fg%2F11m67xg3xt!19sChIJm7Bm0S9plwARUzjIR1LDHr8?authuser=0&hl=pt-BR&rclk=1","Dr. PAULO HENRIQUE JARDIM","5,0","(3)","Advogado criminal","·","R. Bernardo Vasconcelos, 755","Aberto 24 horas","","·","(22) 99604-4023","","","Rotas","","","""Lutando com todo alcance legal na defesa do direito de seus clientes.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Escritorio+Loren%C3%A7%C3%A3o+e+Sim%C3%B5es/data=!4m7!3m6!1s0x975ffc57c010b7:0x3fb09befe1a439b8!8m2!3d-22.9331414!4d-42.4961062!16s%2Fg%2F11t7pjvq30!19sChIJtxDAV_xflwARuDmk4e-bsD8?authuser=0&hl=pt-BR&rclk=1","Escritorio Lorenção e Simões","5,0","(1)","Escritório de advocacia","·","R. Prof. Ricardo Barbosa, 363 - Loja 03","Aberto","⋅ Fecha às 17:00","·","(22) 99244-1724","","","Rotas","","","","",""
"https://www.google.com.br/maps/place/GM%26M+Advogados+-+Saquarema%2FRJ/data=!4m7!3m6!1s0x9767568eb10421:0x314a6c43e0eda9bd!8m2!3d-22.9131132!4d-42.4818457!16s%2Fg%2F11h048prp!19sChIJIQSxjlZnlwARvant4ENsSjE?authuser=0&hl=pt-BR&rclk=1","GM&M Advogados - Saquarema/RJ","","","Advogado","","","","","","(22) 2031-0088","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Vasconcelos+%26+Vasconcelos+-+Advocacia+e+Assessoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x976956b8830183:0xd0f84c679710911a!8m2!3d-22.8727316!4d-42.3381893!16s%2Fg%2F11vws45gcn!19sChIJgwGDuFZplwARGpEQl2dM-NA?authuser=0&hl=pt-BR&rclk=1","Vasconcelos & Vasconcelos - Advocacia e Assessoria Jurídica","5,0","(3)","Advogado","·","R. Conselheiro Macedo Soares, 354 - sala 204","Aberto","⋅ Fecha às 19:00","·","(22) 99223-7777","","","Rotas","","","""Excelente profissional""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Sandra+Lessa+%26+Rodrigo+Lessa+Advogados+e+Assessoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x975f0f547a5591:0xa33aab35b20f497d!8m2!3d-22.9332083!4d-42.4954592!16s%2Fg%2F11wbmvrzg2!19sChIJkVV6VA9flwARfUkPsjWrOqM?authuser=0&hl=pt-BR&rclk=1","Sandra Lessa & Rodrigo Lessa Advogados e Assessoria Jurídica","5,0","(7)","Advogado","·","R. Cel. João Bravo, 28 - loja B","Aberto","⋅ Fecha às 17:00","·","(22) 99835-7664","http://sandrarodrigolessa.adv.br/","","Website","","Rotas","Serviços no local","",""
"https://www.google.com.br/maps/place/Advogado+Criminalista+-+Gabriel+Gouv%C3%AAa/data=!4m7!3m6!1s0x9769f886f19e3f:0x1bd0cdd1fabb972!8m2!3d-22.8754563!4d-42.3403522!16s%2Fg%2F11w32dfdy9!19sChIJP57xhvhplwARcrmrH90MvQE?authuser=0&hl=pt-BR&rclk=1","Advogado Criminalista - Gabriel Gouvêa","5,0","(1)","Advogado criminal","·","Av. Nilo Peçanha, 259 - sala 412","Aberto 24 horas","","·","(22) 97403-8434","","","Rotas","","","""O melhor Criminalista do estado .""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Terra+Advogados+e+Consultoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x9767c0e14aa0c1:0xbd3cc0eb58971a6e!8m2!3d-22.9329733!4d-42.5000989!16s%2Fg%2F11h7d4rcyf!19sChIJwaBK4cBnlwARbhqXWOvAPL0?authuser=0&hl=pt-BR&rclk=1","Terra Advogados e Consultoria Jurídica","","","Advogado criminal","·","·","Aberto","⋅ Fecha às 20:00","OAB/RJ - R. Roberto Silveira, 1","(22) 99233-2604","https://terra-advocacia-e-consultoria-juridica.webnode.com/","","Website","","Rotas","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Martins+%26+Xavier+Advogados+Associados+Filial+Araruama/data=!4m7!3m6!1s0x97691a04d7687d:0xb2512c2804c68a33!8m2!3d-22.8727332!4d-42.3390322!16s%2Fg%2F11vhdb066m!19sChIJfWjXBBpplwARM4rGBCgsUbI?authuser=0&hl=pt-BR&rclk=1","Martins & Xavier Advogados Associados Filial Araruama","","","Advogado","·","R. Mãrio Vasconcelos, 346 - sala 106","Aberto","⋅ Fecha às 17:00","·","(21) 96778-2317","https://www.instagram.com/martinsxavieradv/","","Website","","Rotas","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Escrit%C3%B3rio+de+Advocacia+Dr+Ant%C3%B4nio+Jos%C3%A9+de+Jesus+Nascimento/data=!4m7!3m6!1s0x97694a15e8f7fb:0x6427a7fcbddc1ac8!8m2!3d-22.876376!4d-42.3380492!16s%2Fg%2F11b6hrzb8k!19sChIJ-_foFUpplwARyBrcvfynJ2Q?authuser=0&hl=pt-BR&rclk=1","Escritório de Advocacia Dr Antônio José de Jesus Nascimento","5,0","(1)","Advogado","·","R. Maj. Felix Moreira, 73 - Sala 201","Aberto","⋅ Fecha às 18:00","·","(22) 2665-3457","","","Rotas","","","","",""
"https://www.google.com.br/maps/place/Dra.+Monica+Cardoso+Domingues/data=!4m7!3m6!1s0x976fca721a6f0b:0xf3dc0369c2547704!8m2!3d-22.8269935!4d-42.3454354!16s%2Fg%2F11ph902xy5!19sChIJC28acspvlwARBHdUwmkD3PM?authuser=0&hl=pt-BR&rclk=1","Dra. Monica Cardoso Domingues","5,0","(2)","Advogado","·","Estrada Benjamin Domingues Jardim, 108","","","","","","","Rotas","","","Serviços no local","",""
"https://www.google.com.br/maps/place/Pinheiro+dos+Santos+Advocacia/data=!4m7!3m6!1s0x9769102e2ac941:0xd3bd4e0edb39826!8m2!3d-22.8776557!4d-42.3404015!16s%2Fg%2F11rc2n6h89!19sChIJQckqLhBplwARJpiz7eDUOw0?authuser=0&hl=pt-BR&rclk=1","Pinheiro dos Santos Advocacia","5,0","(1)","Advogado","·","Av. John Kennedy, 150 - sala 209","Aberto","⋅ Fecha às 17:30","·","(22) 99880-6486","https://www.instagram.com/invites/contact/?i=dqkt72wl07vk&utm_content=iq3ubn5","","Website","","Rotas","""Excelente atendimento""","https://ssl.gstatic.com/local/servicebusiness/default_user.png",""
"https://www.google.com.br/maps/place/Canto+%26+Cugliana+Advogados/data=!4m7!3m6!1s0x97693e477a1a87:0xd91ab0a5b0b0daaa!8m2!3d-22.8760909!4d-42.3396583!16s%2Fg%2F1q5gp5ch2!19sChIJhxp6Rz5plwARqtqwsKWwGtk?authuser=0&hl=pt-BR&rclk=1","Canto & Cugliana Advogados","","","Advogado","·","Av. Nilo Peçanha, 167 - sala 311","Aberto","⋅ Fecha às 18:00","·","(22) 2664-1091","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Emilly+Dossa+Advocacia/data=!4m7!3m6!1s0x8e125481d618f2b1:0x71829a4757cdaf2b!8m2!3d-14.4095262!4d-51.31668!16s%2Fg%2F11x7wnl9sm!19sChIJsfIY1oFUEo4RK6_NV0eagnE?authuser=0&hl=pt-BR&rclk=1","Emilly Dossa Advocacia","","","Advogado tributarista","","·","Aberto 24 horas","","","(68) 99944-2445","https://emillydossaadvocacia.com.br/isencaodeimpostoderenda","","Website","","Rotas","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/SENNA+GOMES+ADVOCACIA/data=!4m7!3m6!1s0x975e8c655e4cbf:0x44e67d25bad15c65!8m2!3d-22.9299109!4d-42.4890366!16s%2Fg%2F11j8hv8m2m!19sChIJv0xeZYxelwARZVzRuiV95kQ?authuser=0&hl=pt-BR&rclk=1","SENNA GOMES ADVOCACIA","","","Empresa de advocacia","·","Av. Saquarema, 3253 - Salas 11 e 102","Aberto","⋅ Fecha às 18:00","·","(22) 99293-4004","http://sennagomesadvocacia.com.br/","","Website","","Rotas","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Karina+Afonso+Consultoria+Jur%C3%ADdica/data=!4m7!3m6!1s0x97696478e5aca1:0x73574a81cee3e038!8m2!3d-22.874051!4d-42.3383716!16s%2Fg%2F11hpc8pygc!19sChIJoazleGRplwAROODjzoFKV3M?authuser=0&hl=pt-BR&rclk=1","Karina Afonso Consultoria Jurídica","5,0","(1)","Advogado","·","·","Aberto","⋅ Fecha às 18:00","Av. Getúlio Vargas, 221 - sala 514","(21) 97575-8235","","","Rotas","","","","",""
"https://www.google.com.br/maps/place/ARARUAMA+DESPACHANTE/data=!4m7!3m6!1s0x9769a4d4389e65:0x86b0fdfe20c56039!8m2!3d-22.8776396!4d-42.3404099!16s%2Fg%2F11l3_nlwtk!19sChIJZZ441KRplwAROWDFIP79sIY?authuser=0&hl=pt-BR&rclk=1","ARARUAMA DESPACHANTE","4,6","(279)","Advogado","·","·","Aberto","⋅ Fecha às 17:30","Av. John Kennedy, n° 150 - loja 142","(22) 98803-6818","https://sites.google.com/view/despachantemarcus?usp=sharing","","Website","","Rotas","Serviços no local","",""
"https://www.google.com.br/maps/place/ADVOGADO-+Dr.+Rafael+Nascimento/data=!4m7!3m6!1s0x9769dcb154ae87:0x249cb9b5a7f79a1f!8m2!3d-22.9224477!4d-42.3274141!16s%2Fg%2F11rzcwc8w3!19sChIJh65UsdxplwARH5r3p7W5nCQ?authuser=0&hl=pt-BR&rclk=1","ADVOGADO- Dr. Rafael Nascimento","5,0","(1)","Advogado","·","·","Aberto 24 horas","","Estr. de Praia Seca, km 10","(22) 99848-2794","","","Rotas","","","Serviços no local","",""
"https://www.google.com.br/maps/place/Juliana+Ribeiro+Advogada/data=!4m7!3m6!1s0x975f29dbe50b01:0xd4513880bd2dcd77!8m2!3d-22.9294691!4d-42.4891418!16s%2Fg%2F11l2lzrlkv!19sChIJAQvl2ylflwARd80tvYA4UdQ?authuser=0&hl=pt-BR&rclk=1","Juliana Ribeiro Advogada","","","Assistência jurídica","·","Av. Saquarema, 567","Aberto","⋅ Fecha às 18:00","·","(22) 99922-6716","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Dra.+Ana+Paula+M.+Moraes/data=!4m7!3m6!1s0x975f1d83ab168f:0xde12835ee1620e46!8m2!3d-22.9316561!4d-42.4991153!16s%2Fg%2F11pz7x_ssl!19sChIJjxargx1flwARRg5i4V6DEt4?authuser=0&hl=pt-BR&rclk=1","Dra. Ana Paula M. Moraes","3,0","(3)","Advogado(a) civil","·","R. Cel. Madureira, 40 - lj 10","Aberto","⋅ Fecha às 17:00","·","(22) 97403-7727","","","Rotas","","","","",""
"https://www.google.com.br/maps/place/Lu%C3%ADs+Fl%C3%A1vio+Medeiros+%7C+Advogado/data=!4m7!3m6!1s0x976947e5762ee5:0x39202a89c867fb65!8m2!3d-22.8764229!4d-42.3381967!16s%2Fg%2F1td59v3_!19sChIJ5S525UdplwARZftnyIkqIDk?authuser=0&hl=pt-BR&rclk=1","Luís Flávio Medeiros | Advogado","4,0","(1)","Advogado","·","R. Maj. Felix Moreira, 39","Aberto agora","","·","(22) 99717-0097","","","Rotas","","","","",""
"https://www.google.com.br/maps/place/Alexandre+Maia+Advocacia/data=!4m7!3m6!1s0x975f333e1e8f07:0x5730e4eabf64f014!8m2!3d-22.9318016!4d-42.5210739!16s%2Fg%2F11sf8yzrbs!19sChIJB48ePjNflwARFPBkv-rkMFc?authuser=0&hl=pt-BR&rclk=1","Alexandre Maia Advocacia","5,0","(1)","Advogado","·","Av. Nossa Senhora de Nazareth","Aberto","⋅ Fecha às 17:00","·","(22) 99762-1661","https://amaia995.wixsite.com/alexandremaiaadvoc-1","","Website","","Rotas","","",""
"https://www.google.com.br/maps/place/Escritorio+de+Advocacia+Dra+Ana+Paula+Menezes/data=!4m7!3m6!1s0x975f0040f3026d:0x96832b9637c5bcec!8m2!3d-22.932251!4d-42.4963626!16s%2Fg%2F11w3l4kzvv!19sChIJbQLzQABflwAR7LzFN5Yrg5Y?authuser=0&hl=pt-BR&rclk=1","Escritorio de Advocacia Dra Ana Paula Menezes","","","Advogado","·","R. Cel. Madureira","Aberto","⋅ Fecha às 17:00","·","(22) 2652-1749","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/Patrick+de+Moraes+Sociedade+de+Advocacia/data=!4m7!3m6!1s0x9769de02ebdebd:0x19cc43bd7db0b0b0!8m2!3d-22.8754563!4d-42.3403522!16s%2Fg%2F11k58gcwr1!19sChIJvd7rAt5plwARsLCwfb1DzBk?authuser=0&hl=pt-BR&rclk=1","Patrick de Moraes Sociedade de Advocacia","","","Advogado","·","Av. Nilo Peçanha, 259 - SALA 307","Aberto","⋅ Fecha às 18:00","·","(22) 99900-6077","","","Rotas","","","","","Nenhuma avaliação"
"https://www.google.com.br/maps/place/MS+Advocacia/data=!4m7!3m6!1s0x97693eeb0ecd2d:0xc8c022f0f63e5b26!8m2!3d-22.8740882!4d-42.3383126!16s%2Fg%2F11f32b8ly7!19sChIJLc0O6z5plwARJls-9vAiwMg?authuser=0&hl=pt-BR&rclk=1","MS Advocacia","5,0","(1)","Advogado","·","·","Aberto agora","","Av. Getúlio Vargas, 221 - sala 606","(22) 99834-8536","","","Rotas","","","","",""
